gene_id	n_AG	n_GA	mean_alt_ratio_AG	mean_alt_ratio_GA	beta_GA_vs_AG	p_value	q_value	gene_name	gene_product
gene-LOC105321590	1	3						LOC105321590	transforming growth factor beta regulator 1
gene-LOC105321591	8	8	0.468493150684932	0.482142857142857	0.0547356385785192	0.736173001920261	0.930402212942038	LOC105321591	uncharacterized LOC105321591
gene-LOC105321596	7	9	0.479282771989339	0.480422866092404	0.00456779483855691	0.93993546928446	0.986923616171789	LOC105321596	fap1 adhesin
gene-LOC105321597	1	6						LOC105321597	uncharacterized LOC105321597
gene-LOC105321598	3	4	0.482758620689655	0.458333333333333	-0.0980612131711976	0.790069804683673	0.944219125823108	LOC105321598	neutral amino acid transporter 9
gene-LOC105321599	8	7	0.512287334593573	0.457142857142857	-0.221009492870231	0.175665844124358	0.621798311717034	LOC105321599	dynein axonemal intermediate chain 3
gene-LOC105321600	7	3	0.500856164383562	0.502890173410405	0.00813616151971231	0.974855875809321	0.994624098642085	LOC105321600	histone chaperone asf1b-B
gene-LOC105321603	8	7	0.419743782969103	0.525704809286899	0.426735237962181	0.0466479470925981	0.445361618464297	LOC105321603	ribitol-5-phosphate transferase FKTN
gene-LOC105321610	6	2						LOC105321610	structural maintenance of chromosomes protein 6
gene-LOC105321613	9	8	0.451704545454546	0.464285714285714	0.0506851430443575	0.782031942296498	0.942548237692526	LOC105321613	uncharacterized LOC105321613
gene-LOC105321623	5	0						LOC105321623	rho GTPase-activating protein gacV
gene-LOC105321627	7	6	0.452196382428941	0.327272727272727	-0.528745853999561	0.176484730307514	0.623687147676178	LOC105321627	dnaJ homolog subfamily C member 21
gene-LOC105321629	9	9	0.525804038893044	0.51685393258427	-0.0358666565779078	0.769208160198895	0.940371751526568	LOC105321629	phosphatidylinositol 3-kinase regulatory subunit alpha
gene-LOC105321632	7	5	0.457317073170732	0.488038277511962	0.123292235017247	0.573094538883672	0.863599191157053	LOC105321632	UDP-glucose 4-epimerase
gene-LOC105321634	9	8	0.397891518870681	0.435610756174311	0.155263149256226	0.0361031291284973	0.404647520901424	LOC105321634	lysosomal-associated transmembrane protein 4A
gene-LOC105321641	9	8	0.467541940189643	0.538255887969446	0.283338284928992	0.00406694651983896	0.244938611115585	LOC105321641	rho GTPase-activating protein 23
gene-LOC105321647	8	8	0.452495974235105	0.480349344978166	0.11194782095289	0.536877382611551	0.85346114328379	LOC105321647	FYVE, RhoGEF and PH domain-containing protein 2
gene-LOC105321652	9	9	0.472004641717436	0.503069121964238	0.124375314896902	0.0900157955921142	0.521237579479892	LOC105321652	telomerase-binding protein EST1A
gene-LOC105321665	9	9	0.456086809087826	0.499101642710472	0.172513063365653	0.019749943536184	0.3321429932242	LOC105321665	sortilin
gene-LOC105321666	8	7	0.501010101010101	0.544554455445545	0.174651379206371	0.128593345728898	0.567007703560795	LOC105321666	heme A synthase COX15
gene-LOC105321671	7	5	0.48772504091653	0.44140625	-0.186347107511858	0.546059873042982	0.85671222572594	LOC105321671	vacuolar protein-sorting-associated protein 25
gene-LOC105321672	8	8	0.465037910699242	0.458715596330275	-0.0254374858616368	0.838031211638773	0.959064216642179	LOC105321672	transcription initiation factor TFIID subunit 5
gene-LOC105321677	4	2						LOC105321677	importin-9
gene-LOC105321678	8	9	0.489965736661772	0.452186805040771	-0.151696520782044	0.241604039065603	0.688190158771989	LOC105321678	V-type proton ATPase catalytic subunit A
gene-LOC105321680	9	9	0.512241606802522	0.487678608407538	-0.0982717611774405	0.135110510053336	0.575243040320877	LOC105321680	serine-rich adhesin for platelets
gene-LOC105321682	9	9	0.464131374243734	0.492173524150268	0.112412922951176	0.148801070905663	0.592770909513076	LOC105321682	innexin unc-9
gene-LOC105321687	9	9	0.460761684939411	0.476761372967647	0.0642551327951864	0.279604953603811	0.717758838956512	LOC105321687	band 3 anion transport protein
gene-LOC105321688	7	8	0.429072461952778	0.420187540418194	-0.0363670849201502	0.819629976657851	0.954380269325579	LOC105321688	galanin receptor type 1
gene-LOC105321690	8	9	0.445165836227289	0.437561015294501	-0.0308441102970629	0.790499549449297	0.944251783798568	LOC105321690	uncharacterized LOC105321690
gene-LOC105321692	8	5	0.467857142857143	0.528822055137845	0.244165153390424	0.0685707157882838	0.487666089581667	LOC105321692	cytochrome P450 2C31-like
gene-LOC105321699	8	8	0.491349480968858	0.451327433628319	-0.160703223143118	0.281037948387862	0.718297108255701	LOC105321699	uncharacterized LOC105321699
gene-LOC105321701	9	4	0.462114125350795	0.419294990723562	-0.173833667658483	0.360781233743557	0.76157002790588	LOC105321701	exocyst complex component 8
gene-LOC105321705	9	8	0.463989802421925	0.46410835214447	0.000476663181704218	0.996702918616041	0.998987537164213	LOC105321705	TAR DNA-binding protein 43
gene-LOC105321710	4	3	0.295154185022026	0.428571428571429	0.582799123389582	0.610729118641107	0.88058304883865	LOC105321710	uncharacterized LOC105321710
gene-LOC105321713	7	7	0.492917847025496	0.407563025210084	-0.345718405246048	0.0418119805734818	0.422565147274988	LOC105321713	TATA-binding protein-associated factor 172
gene-LOC105321717	8	9	0.426747311827957	0.45371142618849	0.109448559833589	0.554545318296728	0.85803934890581	LOC105321717	RAB11-binding protein RELCH homolog
gene-LOC105321718	9	9	0.514719848053181	0.506711409395973	-0.0320491611997532	0.767721990828017	0.940371751526568	LOC105321718	protein flightless-1 homolog
gene-LOC105321719	9	6	0.477022653721683	0.484848484848485	0.0313495445153205	0.846307946056396	0.961046699291415	LOC105321719	zinc finger protein 260
gene-LOC105321720	9	7	0.512646370023419	0.512624779800352	-8.6416080269611e-05	0.999038770674183	0.999873284612798	LOC105321720	zinc finger imprinted 3
gene-LOC105321735	9	9	0.405183727034121	0.459921156373193	0.2232519016722	0.223389162028405	0.671909388682137	LOC105321735	protein TANC2
gene-LOC105321737	5	3	0.412213740458015	0.543859649122807	0.530712041753073	0.367217006874249	0.767265556327248	LOC105321737	heat shock 70 kDa protein 12A
gene-LOC105321774	8	9	0.539047619047619	0.478918918918919	-0.240883515491967	0.156811608475824	0.599487854042339	LOC105321774	glutaryl-CoA dehydrogenase, mitochondrial
gene-LOC105321775	5	2						LOC105321775	probable inactive protein kinase DDB_G0270444
gene-LOC105321776	3	5	0.509966777408638	0.407051282051282	-0.416041129867111	0.00734409596199739	0.274022476088135	LOC105321776	syntaxin-8
gene-LOC105321778	5	8	0.603361344537815	0.526448362720403	-0.313598294317935	0.283699896548604	0.720397840287377	LOC105321778	uncharacterized LOC105321778
gene-LOC105321795	8	9	0.4935161170804	0.471719892266256	-0.0873043036481992	0.206130439424179	0.656036356391268	LOC105321795	serine/threonine-protein kinase B-raf
gene-LOC105321807	4	5	0.348754448398577	0.421259842519685	0.306914921854019	0.227880340815157	0.676040657079337	LOC105321807	chloride channel protein C
gene-LOC105321809	8	4	0.501070663811563	0.526153846153846	0.100428292297029	0.419417845678621	0.801328764872145	LOC105321809	b(0,+)-type amino acid transporter 1
gene-LOC105321812	9	9	0.486083677500449	0.49677815280761	0.0427921033614861	0.388166723816825	0.780013978506565	LOC105321812	structural maintenance of chromosomes protein 3
gene-LOC105321815	5	1						LOC105321815	heat shock 70 kDa protein 12A
gene-LOC105321817	5	3	0.695982627578719	0.678800856531049	-0.0799733739703954	0.832042520159607	0.957936965021391	LOC105321817	U6 snRNA-associated Sm-like protein LSm5
gene-LOC105321818	9	9	0.505678165845297	0.488819552782111	-0.067442884729019	0.239936822651892	0.688190158771989	LOC105321818	triple functional domain protein
gene-LOC105321821	5	8	0.561643835616438	0.575963718820862	0.0583894862011674	0.847358751994006	0.961046699291415	LOC105321821	pre-mRNA-splicing factor SPF27
gene-LOC105321822	9	9	0.465478841870824	0.465181058495822	-0.00119688823219725	0.993981049437462	0.998987537164213	LOC105321822	gametogenetin-binding protein 2
gene-LOC105321830	6	5	0.52073732718894	0.51875	-0.00796173362805289	0.973384146591759	0.994624098642085	LOC105321830	high affinity cGMP-specific 3',5'-cyclic phosphodiesterase 9A
gene-LOC105321832	6	8	0.418693982074264	0.487282463186078	0.277255905600186	0.0547315412524884	0.464950211576635	LOC105321832	uncharacterized LOC105321832
gene-LOC105321836	9	9	0.47697051455001	0.490143022806339	0.0527501476718802	0.506225936865828	0.839342119837605	LOC105321836	serine/threonine-protein kinase TAO1
gene-LOC105321837	9	9	0.536901408450704	0.456979405034325	-0.32038343161787	0.0175788699334024	0.320277244147739	LOC105321837	myotubularin-related protein 4
gene-LOC105321838	6	4	0.590909090909091	0.4	-0.77318988823229	0.00469834321198128	0.259451041426776	LOC105321838	centrosomal protein of 192 kDa
gene-LOC105321839	6	7	0.475555555555556	0.467741935483871	-0.0313559414762461	0.83404120056598	0.958853272963975	LOC105321839	voltage-gated hydrogen channel 1
gene-LOC105321845	9	9	0.480907581627006	0.417200854700855	-0.257868012244386	0.128185173412924	0.566554280603347	LOC105321845	tyrosine-protein phosphatase non-receptor type 11
gene-LOC105321852	3	8	0.5	0.514563106796117	0.0582689081239759	0.800808043631545	0.946225897708395	LOC105321852	protein unc-93 homolog A
gene-LOC105321854	4	0						LOC105321854	serine/threonine-protein kinase nekl-3
gene-LOC105321855	4	0						LOC105321855	DNA-directed RNA polymerase II subunit RPB3
gene-LOC105321856	8	9	0.50614489003881	0.498516320474777	-0.0305155332754357	0.844347012438523	0.961046699291415	LOC105321856	glutamate receptor-interacting protein 1
gene-LOC105321858	9	9	0.405906313645621	0.426651735722284	0.0853893997423877	0.399720061559379	0.791069907307564	LOC105321858	katanin p80 WD40 repeat-containing subunit B1
gene-LOC105321861	9	7	0.50291686922703	0.470619375330863	-0.129325652736873	0.0402596946944454	0.418712461196632	LOC105321861	charged multivesicular body protein 1a
gene-LOC105321862	9	8	0.491821155943293	0.457768508863399	-0.136611103877334	0.0477959404391226	0.448263851864498	LOC105321862	small ribosomal subunit protein uS17m
gene-LOC105321867	7	3	0.539792387543253	0.261363636363636	-1.19839993298933	0.00344397446198395	0.244938611115585	LOC105321867	protein MMS22-like
gene-LOC105321872	5	6	0.526555073362265	0.499548532731377	-0.108126203803185	0.634291487883628	0.890478995939365	LOC105321872	ovoinhibitor
gene-LOC105321876	6	8	0.465753424657534	0.448394495412844	-0.0699585886021661	0.828122944113998	0.957303391769642	LOC105321876	coiled-coil domain-containing protein 12
gene-LOC105321881	8	9	0.484819734345351	0.516094420600858	0.125139660333314	0.334171096267115	0.750635495261943	LOC105321881	uncharacterized LOC105321881
gene-LOC105321886	8	4	0.408701854493581	0.432149362477231	0.096247291350447	0.733702169767775	0.929834503173377	LOC105321886	uncharacterized LOC105321886
gene-LOC105321892	6	6	0.450450450450451	0.588235294117647	0.555525802648357	0.143260287165551	0.584719491922121	LOC105321892	uncharacterized LOC105321892
gene-LOC105321895	9	9	0.489145496535797	0.447293447293447	-0.168187517234145	0.164022385002662	0.605053668866573	LOC105321895	medium-chain specific acyl-CoA dehydrogenase, mitochondrial
gene-LOC105321897	1	4						LOC105321897	uncharacterized LOC105321897
gene-LOC105321901	9	9	0.428691157982959	0.480573125080676	0.209446556510252	0.0164363587027046	0.317050324605003	LOC105321901	malignant fibrous histiocytoma-amplified sequence 1 homolog
gene-LOC105321914	9	9	0.518434486670448	0.562796208530806	0.178746774851299	0.205520742278673	0.655430414086445	LOC105321914	multiple epidermal growth factor-like domains protein 9
gene-LOC105321916	7	9	0.395770392749245	0.437652811735941	0.172426540264445	0.483328027925872	0.832278428764976	LOC105321916	protein mono-ADP-ribosyltransferase PARP4
gene-LOC105321917	5	7	0.482939632545932	0.456533931575996	-0.106036274759222	0.549760633222306	0.857219192063365	LOC105321917	uncharacterized LOC105321917
gene-LOC105321918	7	7	0.513513513513514	0.633956386292835	0.495160450028161	0.0546637323788056	0.464950211576635	LOC105321918	uncharacterized LOC105321918
gene-LOC105321927	7	9	0.208159480760315	0.268188854489164	0.332224417137679	0.168443714142114	0.611940622408941	LOC105321927	thialysine N-epsilon-acetyltransferase
gene-LOC105321941	5	0						LOC105321941	uncharacterized LOC105321941
gene-LOC105321959	2	5						LOC105321959	uncharacterized LOC105321959
gene-LOC105321966	7	5	0.393877551020408	0.481927710843373	0.358721288318188	0.134107934482229	0.573436014768135	LOC105321966	coiled-coil domain-containing protein 134
gene-LOC105321967	5	2						LOC105321967	proton channel OtopLc
gene-LOC105321971	3	0						LOC105321971	uncharacterized protein DDB_G0284459
gene-LOC105321972	9	8	0.51208360548661	0.502967359050445	-0.0364742596622062	0.770173890070949	0.940371751526568	LOC105321972	integrator complex subunit 5
gene-LOC105321986	7	8	0.485933503836317	0.497603068072867	0.0466930347434362	0.73873903137071	0.931443779286643	LOC105321986	putative inhibitor of apoptosis
gene-LOC105321987	3	6	0.48	0.515463917525773	0.141918111391624	0.288840924808283	0.723923433632988	LOC105321987	protein odd-skipped-related 2
gene-LOC105321999	9	9	0.472118959107807	0.451724137931035	-0.0820669078764108	0.278614364354578	0.717328550752713	LOC105321999	syntaxin-binding protein 5
gene-LOC105322006	4	5	0.460526315789474	0.365470852017937	-0.393472691618305	0.0376063984018488	0.4117404668727	LOC105322006	protein unc-45 homolog B
gene-LOC105322020	5	3	0.453825857519789	0.354545454545455	-0.41389391444001	0.154835816889953	0.598030511865498	LOC105322020	cell growth-regulating nucleolar protein
gene-LOC105322032	9	9	0.508502024291498	0.497029702970297	-0.045892703295453	0.380515134826027	0.775815595064939	LOC105322032	collagen alpha-1(V) chain
gene-LOC105322048	9	6	0.466108348599843	0.48	0.0557320958750714	0.774302222475483	0.940371751526568	LOC105322048	protein lifeguard 4
gene-LOC105322049	4	1						LOC105322049	protein lifeguard 4
gene-LOC105322056	1	0						LOC105322056	uncharacterized LOC105322056
gene-LOC105322072	5	1						LOC105322072	tetraspanin-9
gene-LOC105322076	6	5	0.367441860465116	0.408450704225352	0.172833244972136	0.443767133749885	0.816773905678087	LOC105322076	IQCJ-SCHIP1 readthrough transcript protein
gene-LOC105322077	9	8	0.457720588235294	0.408512186249545	-0.200596875494433	0.222559271395887	0.671873890592551	LOC105322077	serine/threonine-protein kinase Nek2
gene-LOC105322079	4	1						LOC105322079	uncharacterized LOC105322079
gene-LOC105322085	8	9	0.555087127599775	0.518902760682258	-0.14559952125314	0.167616498229801	0.611455290260994	LOC105322085	calmodulin
gene-LOC105322086	9	9	0.528953401429904	0.48326284556536	-0.182916955955934	0.171754719168111	0.615794196981636	LOC105322086	cephalotoxin-like protein
gene-LOC105322101	9	8	0.218106995884774	0.36875	0.739149085672823	0.0367114639172525	0.407460085561038	LOC105322101	E3 ubiquitin-protein ligase TRIM33
gene-LOC105322124	9	9	0.469085173501577	0.469571480014404	0.00195257375461883	0.984465512816663	0.997987086117815	LOC105322124	flap endonuclease 1
gene-LOC105322125	7	4	0.52191235059761	0.520833333333333	-0.00432397147975868	0.988173814702185	0.998919629084547	LOC105322125	probable ATP-dependent RNA helicase DDX27
gene-LOC105322126	8	9	0.504109589041096	0.458996328029376	-0.180822582450447	0.0800120886014891	0.508526442962371	LOC105322126	serine/threonine-protein kinase H1 homolog
gene-LOC105322128	7	3	0.448398576512456	0.50253807106599	0.217295581416412	0.489293974688084	0.835907585076706	LOC105322128	fatty acid-binding protein, liver
gene-LOC105322131	8	8	0.496128318584071	0.529772329246935	0.134717398723139	0.285995044666354	0.721602296023175	LOC105322131	FERM domain-containing protein 5
gene-LOC105322150	4	7	0.430608365019011	0.488870568837593	0.234844393591003	0.113357896123599	0.558194024530543	LOC105322150	protein-L-isoaspartate(D-aspartate) O-methyltransferase
gene-LOC105322151	9	9	0.476392251815981	0.4884287454324	0.0482079745436313	0.526664344662595	0.850835329222157	LOC105322151	uncharacterized LOC105322151
gene-LOC105322152	6	6	0.456663560111836	0.491085899513776	0.13812161484694	0.481309670555904	0.831292346650982	LOC105322152	protein phosphatase 1 regulatory subunit 14C
gene-LOC105322153	9	9	0.467844869906726	0.552922590837283	0.341284535185454	0.0206199772164149	0.3321429932242	LOC105322153	JNK1/MAPK8-associated membrane protein
gene-LOC105322156	7	9	0.466900995899238	0.40085942295887	-0.269295536413608	0.0398182537404027	0.418538343402727	LOC105322156	nuclear RNA export factor 1
gene-LOC105322157	1	6						LOC105322157	U4/U6.U5 tri-snRNP-associated protein 1
gene-LOC105322158	7	9	0.423707957342084	0.484765625	0.246613745134648	0.0637736501932996	0.479173809518996	LOC105322158	ankyrin repeat and SOCS box protein 3
gene-LOC105322159	7	9	0.475	0.51434034416826	0.157460571140285	0.292115331080215	0.726026698202019	LOC105322159	kelch domain-containing protein 3
gene-LOC105322168	6	9	0.52754590984975	0.52099533437014	-0.026264567092186	0.884112048852682	0.974112368289054	LOC105322168	methylcytosine dioxygenase TET2
gene-LOC105322175	2	7						LOC105322175	choline transporter-like protein 2
gene-LOC105322176	1	6						LOC105322176	histone-lysine N-methyltransferase SMYD3
gene-LOC105322177	9	6	0.538188277087034	0.523316062176166	-0.0597192347016222	0.660382093720293	0.902254105680236	LOC105322177	spermatogenesis-associated protein 20
gene-LOC105322179	8	2						LOC105322179	caspase-3
gene-LOC105322181	7	6	0.460815047021944	0.482810164424514	0.0882754381996491	0.512830392786355	0.842584422132206	LOC105322181	ankyrin repeat domain-containing protein 53
gene-LOC105322182	3	3	0.591549295774648	0.398373983739837	-0.782618583326628	0.0794919948166204	0.508526442962371	LOC105322182	uncharacterized LOC105322182
gene-LOC105322187	9	7	0.588861298332742	0.466915191053122	-0.491792928301937	0.0889543836756261	0.521050177314787	LOC105322187	uncharacterized LOC105322187
gene-LOC105322188	9	9	0.534051558291651	0.463472113118617	-0.282789720184682	0.0646143600382725	0.47996102773616	LOC105322188	thyrotroph embryonic factor
gene-LOC105322191	2	0						LOC105322191	uncharacterized LOC105322191
gene-LOC105322192	8	6	0.505415162454874	0.5	-0.0216614967811787	0.884747562042948	0.974158008970907	LOC105322192	L-proline trans-4-hydroxylase
gene-LOC105322194	4	5	0.477707006369427	0.167664670658683	-1.51303828921945	0.00469159183246224	0.259451041426776	LOC105322194	uncharacterized LOC105322194
gene-LOC105322196	8	4	0.490654205607477	0.55421686746988	0.255111015916489	0.2114865525928	0.664109724373758	LOC105322196	DEP domain-containing protein 1B
gene-LOC105322197	9	9	0.481042654028436	0.446828358208955	-0.137628050812097	0.273893235389636	0.712317894893189	LOC105322197	oxysterol-binding protein-related protein 9
gene-LOC105322198	7	9	0.483139178418148	0.484593837535014	0.0058247050327697	0.934418483171277	0.986923616171789	LOC105322198	receptor-type tyrosine-protein phosphatase epsilon
gene-LOC105322203	6	7	0.465454545454545	0.535796766743649	0.281834786466352	0.119338043362922	0.55899687253878	LOC105322203	epidermal growth factor receptor substrate 15-like 1
gene-LOC105322206	7	8	0.521616871704745	0.464179507975128	-0.230049275068141	0.108733521059468	0.547076082711413	LOC105322206	nuclear pore complex protein Nup50
gene-LOC105322208	9	7	0.466383246732798	0.494139316811788	0.111226370335561	0.255027667766358	0.697851849417007	LOC105322208	Na(+)/H(+) exchange regulatory cofactor NHE-RF2
gene-LOC105322214	4	5	0.523364485981308	0.618055555555556	0.387777126472893	0.238053406541274	0.686012353100417	LOC105322214	probable acyl-CoA dehydrogenase 6
gene-LOC105322215	9	6	0.456656346749226	0.577712609970675	0.487201296288034	0.0132186583608286	0.307119930195962	LOC105322215	protein lifeguard 3
gene-LOC105322216	7	7	0.559760956175299	0.508692365835223	-0.205419001061047	0.463583050988263	0.824612364993402	LOC105322216	U1 small nuclear ribonucleoprotein A-like
gene-LOC105322217	6	8	0.477551020408163	0.489396411092985	0.047435613237908	0.769004031036583	0.940371751526568	LOC105322217	transcriptional regulator protein Pur-beta-B
gene-LOC105322218	5	7	0.602230483271376	0.330827067669173	-1.11921423658436	0.00166704865054679	0.226459017719853	LOC105322218	galactokinase
gene-LOC105322220	7	6	0.354570637119114	0.441379310344828	0.363442118333312	0.305655389664749	0.732636541989452	LOC105322220	excitatory amino acid transporter 1
gene-LOC105322221	8	6	0.467000835421888	0.472222222222222	0.0209631750794665	0.876720981546958	0.971681804320124	LOC105322221	CCR4-NOT transcription complex subunit 4
gene-LOC105322227	8	9	0.485446009389671	0.502021018593371	0.0663165308395454	0.451985491200652	0.819425398867984	LOC105322227	low-density lipoprotein receptor-related protein 4
gene-LOC105322228	9	9	0.448984098939929	0.460757613270612	0.0474831477066094	0.585895051716885	0.868280375723001	LOC105322228	uncharacterized LOC105322228
gene-LOC105322232	7	9	0.446822450316663	0.56801416347005	0.487271255559039	0.0570073348257207	0.466153312335404	LOC105322232	uncharacterized protein PF3D7_1120000
gene-LOC105322233	8	8	0.482738270876365	0.400953895071542	-0.332417751409358	0.0284010920958202	0.37785550315717	LOC105322233	Na(+)/H(+) exchanger beta
gene-LOC105322237	5	4	0.5	0.363636363636364	-0.559615787910702	0.0899988472541215	0.521237579479892	LOC105322237	uncharacterized LOC105322237
gene-LOC105322248	7	0						LOC105322248	heat shock 70 kDa protein 12A
gene-LOC105322253	3	3	0.630057803468208	0.596153846153846	-0.143000032107745	0.141291934428414	0.582490792592704	LOC105322253	splicing factor C9orf78 homolog
gene-LOC105322255	9	3	0.437923250564334	0.391003460207612	-0.193501438924598	0.305680367345357	0.732636541989452	LOC105322255	26S proteasome non-ATPase regulatory subunit 10
gene-LOC105322256	9	9	0.459047619047619	0.47940074906367	0.0817336354594769	0.576497438550556	0.865075886399702	LOC105322256	uncharacterized LOC105322256
gene-LOC105322259	9	9	0.497165285651984	0.472436604189636	-0.0990264939746566	0.150650097433872	0.595608191120412	LOC105322259	uncharacterized LOC105322259
gene-LOC105322262	9	9	0.538010702454769	0.550968961714196	0.0522497361253871	0.686414476032089	0.909350141041097	LOC105322262	glutamine synthetase 2 cytoplasmic-like
gene-LOC105322265	9	9	0.551047631441957	0.532498227369416	-0.0747280238899444	0.528308661949482	0.850890964415151	LOC105322265	glutamine synthetase
gene-LOC105322267	7	9	0.510301109350238	0.48714069591528	-0.0926588304827042	0.367236633892506	0.767265556327248	LOC105322267	nudC domain-containing protein 3
gene-LOC105322268	9	9	0.439514129895885	0.474920697858842	0.142732701542358	0.00616086527419423	0.266172200248472	LOC105322268	centrosome-associated protein 350
gene-LOC105322271	6	0						LOC105322271	transforming growth factor-beta-induced protein ig-h3
gene-LOC105322273	4	5	0.444444444444444	0.431654676258993	-0.0519597388208689	0.872043264365374	0.970141047926924	LOC105322273	protein phosphatase 1 regulatory subunit 7
gene-LOC105322274	4	2						LOC105322274	DIS3-like exonuclease 1
gene-LOC105322275	5	6	0.425422273117664	0.435119649477587	0.0395602333232741	0.784202104661475	0.942766659344158	LOC105322275	transmembrane protein 59
gene-LOC105322285	8	9	0.487217857588228	0.491914449660929	0.0187946910708527	0.830704679595857	0.957468880777258	LOC105322285	neural cell adhesion molecule L1
gene-LOC105322292	4	8	0.454545454545455	0.427244582043344	-0.110780583086409	0.778025298837028	0.940371751526568	LOC105322292	uncharacterized LOC105322292
gene-LOC105322296	8	7	0.496221662468514	0.498168498168498	0.00778759771797507	0.960029547536022	0.992181336040475	LOC105322296	protein zyg-11 homolog B
gene-LOC105322305	9	9	0.499730815422206	0.476414862808619	-0.0933338742451162	0.289491660313596	0.724142699660555	LOC105322305	laminin subunit gamma-1
gene-LOC105322307	8	9	0.532395665206364	0.482619907168644	-0.199312836089962	0.0899365266107856	0.521237579479892	LOC105322307	uncharacterized LOC105322307
gene-LOC105322310	8	8	0.463482280431433	0.499248120300752	0.143323914194448	0.117914860748795	0.55899687253878	LOC105322310	uncharacterized LOC105322310
gene-LOC105322313	6	8	0.326563769293258	0.308550185873606	-0.0831379994003296	0.822481340548269	0.955312802721718	LOC105322313	phosphoglycerate kinase 1
gene-LOC105322320	5	7	0.438356164383562	0.504237288135593	0.264785722218354	0.256152136001364	0.697851849417007	LOC105322320	protein disulfide-isomerase A4
gene-LOC105322325	9	9	0.425316455696203	0.464040025015635	0.156897362647688	0.110000509241564	0.548416725599321	LOC105322325	CUE domain-containing protein 1
gene-LOC105322326	9	9	0.464102564102564	0.502351834430856	0.153244627800881	0.0147462368099399	0.313804190730159	LOC105322326	nucleolar protein 10
gene-LOC105322330	6	8	0.623781676413255	0.52967032967033	-0.386809888418753	0.0221639462153187	0.343129938612846	LOC105322330	fumarate hydratase class I, aerobic
gene-LOC105322332	6	3	0.530201342281879	0.565217391304348	0.141411654048269	0.648620769458117	0.897153864798775	LOC105322332	ribosomal RNA small subunit methyltransferase NEP1
gene-LOC105322335	3	0						LOC105322335	protein LZIC
gene-LOC105322339	6	9	0.509708737864078	0.433609958506224	-0.305977376536412	0.256624729811295	0.697851849417007	LOC105322339	uncharacterized LOC105322339
gene-LOC105322341	9	9	0.455618892508143	0.462562751450849	0.0279630890505378	0.456122590487185	0.820675678866797	LOC105322341	guanine nucleotide-binding protein subunit beta
gene-LOC105322349	9	9	0.468134034165572	0.503714020427112	0.142493215924399	0.0735296136544946	0.493129586870992	LOC105322349	26S proteasome non-ATPase regulatory subunit 3
gene-LOC105322353	9	9	0.461260174856798	0.452520802741067	-0.0352202293300581	0.572281357146794	0.863599191157053	LOC105322353	putative lipid scramblase CLPTM1
gene-LOC105322359	9	9	0.495423340961098	0.509788566953798	0.057466418552827	0.554670961939417	0.85803934890581	LOC105322359	serine/arginine repetitive matrix protein 2
gene-LOC105322360	8	9	0.418724279835391	0.333689268553123	-0.363533353470737	0.00504713896346177	0.264833475690766	LOC105322360	protein SET
gene-LOC105322361	8	3	0.567039106145252	0.4765625	-0.363599617340196	0.423457571083568	0.80529376884231	LOC105322361	histone deacetylase 11
gene-LOC105322362	8	5	0.431466030989273	0.384223918575064	-0.195785610279219	0.257797687320843	0.697851849417007	LOC105322362	protein lin-37 homolog
gene-LOC105322367	6	8	0.479768786127168	0.491271820448878	0.0460527974274348	0.866667394688363	0.96756960710825	LOC105322367	uncharacterized LOC105322367
gene-LOC105322368	9	9	0.46031746031746	0.520891364902507	0.242678834670719	0.144385211064991	0.586834793319338	LOC105322368	S-adenosylmethionine sensor upstream of mTORC1
gene-LOC105322369	7	8	0.45928338762215	0.45360824742268	-0.0228743816554854	0.839000082758132	0.959064216642179	LOC105322369	forkhead box protein P1
gene-LOC105322385	8	9	0.449367088607595	0.483870967741936	0.138689720475328	0.227661750157606	0.676040657079337	LOC105322385	ATP-dependent RNA helicase DDX24
gene-LOC105322392	9	9	0.451523834331857	0.492393915132106	0.164088977800045	0.0190488407542953	0.3321429932242	LOC105322392	leukemia inhibitory factor receptor
gene-LOC105322395	9	9	0.48436202601716	0.496732026143791	0.0495002221166759	0.583826775080906	0.868280375723001	LOC105322395	DNA polymerase delta catalytic subunit
gene-LOC105322396	6	7	0.510121457489879	0.505405405405405	-0.0188688973415707	0.937767073388314	0.986923616171789	LOC105322396	ras association domain-containing protein 9
gene-LOC105322410	9	6	0.491749174917492	0.528868360277136	0.148608306178182	0.508758187824314	0.840158102208719	LOC105322410	amyloid-beta A4 precursor protein-binding family A member 1
gene-LOC105322413	9	9	0.510651096044615	0.505702189721879	-0.0198010825214756	0.621587430126545	0.884144725248122	LOC105322413	elongation factor 2
gene-LOC105322414	9	9	0.495033978044956	0.493543758967001	-0.00596165853346136	0.96772186486968	0.993782325298298	LOC105322414	kanadaptin
gene-LOC105322416	3	9	0.638888888888889	0.530952380952381	-0.446576815612352	0.222702704855382	0.671873890592551	LOC105322416	uncharacterized LOC105322416
gene-LOC105322419	7	8	0.37147102526003	0.448685326547922	0.319927330152648	0.0978926800084094	0.532757738885684	LOC105322419	uncharacterized LOC105322419
gene-LOC105322420	9	8	0.437473141383756	0.401304090100771	-0.148610768123484	0.194204781634547	0.644941199172527	LOC105322420	bifunctional glutamate/proline--tRNA ligase
gene-LOC105322421	9	9	0.433987813134733	0.420937157185394	-0.0533283001348432	0.67249278658603	0.904392823403175	LOC105322421	serum paraoxonase/arylesterase 1
