gene	ePST	epst_class
ORTHO_003551	0.00198402005565838	Mostly plastic / shared regulation
ORTHO_003552	0.41741569236391	Strong divergence
ORTHO_003553	0.0393200620430843	Mostly plastic / shared regulation
ORTHO_003554	0.0935427697008579	Weak differentiation
ORTHO_003555	0.279895382360766	Regulatory divergence
ORTHO_003556	0.215925797543315	Regulatory divergence
ORTHO_003557	0.0133916735920464	Mostly plastic / shared regulation
ORTHO_003558	0.211857568856048	Regulatory divergence
ORTHO_003559	0.618136083302582	Strong divergence
ORTHO_003560	0.383509288827891	Strong divergence
ORTHO_003561	0.000449358397008898	Mostly plastic / shared regulation
ORTHO_003562	0.536420228797051	Strong divergence
ORTHO_003564	0.0289943650856128	Mostly plastic / shared regulation
ORTHO_003565	0.339935166812873	Strong divergence
ORTHO_003566	0.361542681233167	Strong divergence
ORTHO_003567	0.0134807650285841	Mostly plastic / shared regulation
ORTHO_003569	0.0130544155811573	Mostly plastic / shared regulation
ORTHO_003570	0.336464602727871	Strong divergence
ORTHO_003571	0.108866029847287	Weak differentiation
ORTHO_003572	0.490256612297174	Strong divergence
ORTHO_003573	0.0811347980400517	Weak differentiation
ORTHO_003574	0.190995374112764	Regulatory divergence
ORTHO_003576	0.000274702241162783	Mostly plastic / shared regulation
ORTHO_003577	0.00787691051749875	Mostly plastic / shared regulation
ORTHO_003579	0.0304271094229573	Mostly plastic / shared regulation
ORTHO_003580	0.579953339872324	Strong divergence
ORTHO_003581	0.0327253896839711	Mostly plastic / shared regulation
ORTHO_003582	0.00355840555378693	Mostly plastic / shared regulation
ORTHO_003583	0.084651334518885	Weak differentiation
ORTHO_003584	0.296584934481208	Regulatory divergence
ORTHO_003585	0.0903032218827093	Weak differentiation
ORTHO_003586	0.00205401552453967	Mostly plastic / shared regulation
ORTHO_003587	0.0589584907520884	Weak differentiation
ORTHO_003588	0.00412538279016258	Mostly plastic / shared regulation
ORTHO_003589	0.194639682882423	Regulatory divergence
ORTHO_003590	0.52461313615062	Strong divergence
ORTHO_003591	0.313162669029464	Strong divergence
ORTHO_003592	0.21305734554563	Regulatory divergence
ORTHO_003593	0.00766385723658564	Mostly plastic / shared regulation
ORTHO_003594	0.0065634764627489	Mostly plastic / shared regulation
ORTHO_003595	0.377703350809676	Strong divergence
ORTHO_003596	0.2234004088561	Regulatory divergence
ORTHO_003597	0.101978141841437	Weak differentiation
ORTHO_003598	0.0763154840214617	Weak differentiation
ORTHO_003599	0.0913493238219831	Weak differentiation
ORTHO_003600	0.47701587338247	Strong divergence
ORTHO_003601	0.39879871913013	Strong divergence
ORTHO_003602	0.0933687360962334	Weak differentiation
ORTHO_003604	0.447788206005009	Strong divergence
ORTHO_003605	0.414033140384143	Strong divergence
ORTHO_003606	0.469187008457526	Strong divergence
ORTHO_003607	0.0076754191488229	Mostly plastic / shared regulation
ORTHO_003608	0.000541297235145286	Mostly plastic / shared regulation
ORTHO_003609	2.10001791948082e-05	Mostly plastic / shared regulation
ORTHO_003610	0.21263771922109	Regulatory divergence
ORTHO_003611	0.00284551332683201	Mostly plastic / shared regulation
ORTHO_003612	0.338410575624739	Strong divergence
ORTHO_003613	0.37774811600125	Strong divergence
ORTHO_003614	0.0543080675395496	Weak differentiation
ORTHO_003615	0.196280270557723	Regulatory divergence
ORTHO_003616	0.751743263601897	Strong divergence
ORTHO_003617	0.160343488892015	Regulatory divergence
ORTHO_003619	0.0102170460081145	Mostly plastic / shared regulation
ORTHO_003620	0.562346171110928	Strong divergence
ORTHO_003621	0.148636703003931	Regulatory divergence
ORTHO_003622	0.306696702933785	Strong divergence
ORTHO_003623	0.0145013430655513	Mostly plastic / shared regulation
ORTHO_003624	0.510585395628282	Strong divergence
ORTHO_003625	0.342187403315966	Strong divergence
ORTHO_003627	0.266972608771961	Regulatory divergence
ORTHO_003628	0.0346139808827779	Mostly plastic / shared regulation
ORTHO_003629	0.0489897208083035	Mostly plastic / shared regulation
ORTHO_003632	0.200758589230264	Regulatory divergence
ORTHO_003633	0.0115353062104649	Mostly plastic / shared regulation
ORTHO_003634	0.0103449582850462	Mostly plastic / shared regulation
ORTHO_003635	0.0170032853550816	Mostly plastic / shared regulation
ORTHO_003636	0.00359323316257118	Mostly plastic / shared regulation
ORTHO_003638	0.258351957883332	Regulatory divergence
ORTHO_003639	0.504632627963218	Strong divergence
ORTHO_003640	0.0237991755110316	Mostly plastic / shared regulation
ORTHO_003641	0.0527714808021807	Weak differentiation
ORTHO_003642	0.0016375592572445	Mostly plastic / shared regulation
ORTHO_003643	0.327220729955533	Strong divergence
ORTHO_003644	2.18973757454518e-07	Mostly plastic / shared regulation
ORTHO_003645	0.0194905294752974	Mostly plastic / shared regulation
ORTHO_003646	1.80602480009209e-06	Mostly plastic / shared regulation
ORTHO_003647	0.0479828034175759	Mostly plastic / shared regulation
ORTHO_003648	0.322212646676532	Strong divergence
ORTHO_003649	0.480913429329878	Strong divergence
ORTHO_003650	0.222784670283295	Regulatory divergence
ORTHO_003651	0.171789196705368	Regulatory divergence
ORTHO_003652	0.0284679237565434	Mostly plastic / shared regulation
ORTHO_003653	0.000363040184292874	Mostly plastic / shared regulation
ORTHO_003654	0.0627559354704317	Weak differentiation
ORTHO_003655	0.20754334591855	Regulatory divergence
ORTHO_003656	0.0430777012105628	Mostly plastic / shared regulation
ORTHO_003657	0.486360013265864	Strong divergence
ORTHO_003658	0.00608955289274788	Mostly plastic / shared regulation
ORTHO_003659	0.0223156799305758	Mostly plastic / shared regulation
ORTHO_003660	0.0251864363828363	Mostly plastic / shared regulation
ORTHO_003661	0.700783386690167	Strong divergence
ORTHO_003662	0.102883667427154	Weak differentiation
ORTHO_003663	0.0138834668969558	Mostly plastic / shared regulation
ORTHO_003664	0.573883704727131	Strong divergence
ORTHO_003666	7.36288794686273e-09	Mostly plastic / shared regulation
ORTHO_003667	0.00306913263366699	Mostly plastic / shared regulation
ORTHO_003668	0.358557002534903	Strong divergence
ORTHO_003669	0.143033633988307	Regulatory divergence
ORTHO_003670	0.183332501608194	Regulatory divergence
ORTHO_003672	0.0699294928220165	Weak differentiation
ORTHO_003673	0.0350115660588024	Mostly plastic / shared regulation
ORTHO_003674	0.000167845344554731	Mostly plastic / shared regulation
ORTHO_003675	0.000261830248521221	Mostly plastic / shared regulation
ORTHO_003676	0.00484572681317462	Mostly plastic / shared regulation
ORTHO_003678	0.156361415236594	Regulatory divergence
ORTHO_003679	0.276979139883483	Regulatory divergence
ORTHO_003680	0.0585790890665163	Weak differentiation
ORTHO_003681	0.702962300957142	Strong divergence
ORTHO_003682	0.000135040087270322	Mostly plastic / shared regulation
ORTHO_003683	0.0916276765367842	Weak differentiation
ORTHO_003684	0.208083498500754	Regulatory divergence
ORTHO_003685	0.250721031226675	Regulatory divergence
ORTHO_003686	0.225588602542163	Regulatory divergence
ORTHO_003687	0.00904558495427577	Mostly plastic / shared regulation
ORTHO_003688	0.155148590243043	Regulatory divergence
ORTHO_003689	0.0903024688050777	Weak differentiation
ORTHO_003690	0.0242265121184939	Mostly plastic / shared regulation
ORTHO_003691	0.171624093524038	Regulatory divergence
ORTHO_003692	0.0861890694446409	Weak differentiation
ORTHO_003694	0.0409002757270471	Mostly plastic / shared regulation
ORTHO_003695	0.269648803541805	Regulatory divergence
ORTHO_003696	0.472176451653677	Strong divergence
ORTHO_003698	0.652869391436259	Strong divergence
ORTHO_003699	0.435454018955908	Strong divergence
ORTHO_003700	0.11400416074725	Weak differentiation
ORTHO_003701	0.0800716574517386	Weak differentiation
ORTHO_003702	0.433926847483064	Strong divergence
ORTHO_003703	0.155704549961781	Regulatory divergence
ORTHO_003704	0.122858537470465	Regulatory divergence
ORTHO_003705	0.0103266062117975	Mostly plastic / shared regulation
ORTHO_003706	2.20690800289441e-06	Mostly plastic / shared regulation
ORTHO_003707	0.0631007326782196	Weak differentiation
ORTHO_003708	0.0541533530345921	Weak differentiation
ORTHO_003709	0.164131188578597	Regulatory divergence
ORTHO_003710	0.334615187334908	Strong divergence
ORTHO_003711	0.340274363770843	Strong divergence
ORTHO_003712	0.193004743000413	Regulatory divergence
ORTHO_003713	0.0569943983162412	Weak differentiation
ORTHO_003714	0.0323230444042213	Mostly plastic / shared regulation
ORTHO_003715	0.493879378917213	Strong divergence
ORTHO_003716	0.20838151960988	Regulatory divergence
ORTHO_003717	0.377805074165644	Strong divergence
ORTHO_003718	0.0119057676485057	Mostly plastic / shared regulation
ORTHO_003719	0.531712299062132	Strong divergence
ORTHO_003720	0.00360547103182218	Mostly plastic / shared regulation
ORTHO_003721	0.0632765168267191	Weak differentiation
ORTHO_003722	0.0216907060170699	Mostly plastic / shared regulation
ORTHO_003723	0.283868301080062	Regulatory divergence
ORTHO_003724	0.484248160827985	Strong divergence
ORTHO_003725	0.0560761858543917	Weak differentiation
ORTHO_003726	0.0757289861448305	Weak differentiation
ORTHO_003727	0.0509001881325553	Weak differentiation
ORTHO_003728	0.480328205507352	Strong divergence
ORTHO_003729	0.31843582351117	Strong divergence
ORTHO_003730	0.123679837275622	Regulatory divergence
ORTHO_003731	0.60136814412379	Strong divergence
ORTHO_003732	0.620743358917261	Strong divergence
ORTHO_003733	0.0737259138778648	Weak differentiation
ORTHO_003734	0.0402720272635752	Mostly plastic / shared regulation
ORTHO_003735	0.0771356330342385	Weak differentiation
ORTHO_003737	0.119248156518813	Weak differentiation
ORTHO_003738	0.0806445688778303	Weak differentiation
ORTHO_003739	0.253009916223756	Regulatory divergence
ORTHO_003740	0.459346476647716	Strong divergence
ORTHO_003741	0.183566720555299	Regulatory divergence
ORTHO_003742	0.319740487984743	Strong divergence
ORTHO_003743	0.000537608938369383	Mostly plastic / shared regulation
ORTHO_003744	0.112657088838467	Weak differentiation
ORTHO_003745	0.144355272011181	Regulatory divergence
ORTHO_003746	0.0221730545012458	Mostly plastic / shared regulation
ORTHO_003747	0.00807252360304504	Mostly plastic / shared regulation
ORTHO_003748	0.175705837282641	Regulatory divergence
ORTHO_003749	0.208933606565874	Regulatory divergence
ORTHO_003751	0.0283804553265692	Mostly plastic / shared regulation
ORTHO_003752	0.604739317740187	Strong divergence
ORTHO_003753	0.262936759296386	Regulatory divergence
ORTHO_003754	0.335002887428516	Strong divergence
ORTHO_003755	0.483769570034935	Strong divergence
ORTHO_003758	0.106376147189808	Weak differentiation
ORTHO_003759	0.140048628336935	Regulatory divergence
ORTHO_003760	0.0570172297918151	Weak differentiation
ORTHO_003761	0.1033674020506	Weak differentiation
ORTHO_003762	0.204574555790092	Regulatory divergence
ORTHO_003763	0.0891041286627614	Weak differentiation
ORTHO_003764	0.442389983022943	Strong divergence
ORTHO_003765	0.0389369088291195	Mostly plastic / shared regulation
ORTHO_003766	0.036916761846129	Mostly plastic / shared regulation
ORTHO_003767	0.510722762216354	Strong divergence
ORTHO_003768	0.328577629349553	Strong divergence
ORTHO_003771	0.197165138946832	Regulatory divergence
ORTHO_003772	0.47082833043579	Strong divergence
ORTHO_003773	0.0898716430868288	Weak differentiation
ORTHO_003774	0.0284982682290192	Mostly plastic / shared regulation
ORTHO_003775	0.180038925449036	Regulatory divergence
ORTHO_003776	0.0410357284975124	Mostly plastic / shared regulation
ORTHO_003778	0.109577583978415	Weak differentiation
ORTHO_003779	0.0944996347735435	Weak differentiation
ORTHO_003780	0.319496529491463	Strong divergence
ORTHO_003781	0.118630923564714	Weak differentiation
ORTHO_003783	0.0434183369751467	Mostly plastic / shared regulation
ORTHO_003785	0.0177483280458305	Mostly plastic / shared regulation
ORTHO_003786	0.756158144163429	Strong divergence
ORTHO_003787	0.0219892392005629	Mostly plastic / shared regulation
ORTHO_003788	0.507132896927957	Strong divergence
ORTHO_003789	0.127498990445942	Regulatory divergence
ORTHO_003790	0.0201422010333114	Mostly plastic / shared regulation
ORTHO_003791	0.0183508397406669	Mostly plastic / shared regulation
ORTHO_003792	0.439178456910977	Strong divergence
ORTHO_003793	0.620501046358401	Strong divergence
ORTHO_003794	0.6564873019805	Strong divergence
ORTHO_003795	0.000173174438138363	Mostly plastic / shared regulation
ORTHO_003796	0.0320405436370444	Mostly plastic / shared regulation
ORTHO_003797	0.314865183456635	Strong divergence
ORTHO_003798	0.184102296493439	Regulatory divergence
ORTHO_003799	0.0720409273918935	Weak differentiation
ORTHO_003800	0.596188956681827	Strong divergence
ORTHO_003802	0.0499878294167011	Mostly plastic / shared regulation
ORTHO_003803	0.175717768695783	Regulatory divergence
ORTHO_003804	0.170693165920267	Regulatory divergence
ORTHO_003805	0.232766589470329	Regulatory divergence
ORTHO_003806	0.404126792072377	Strong divergence
ORTHO_003807	0.00110549854951659	Mostly plastic / shared regulation
ORTHO_003808	0.138104828538982	Regulatory divergence
ORTHO_003809	0.347180781657843	Strong divergence
ORTHO_003810	0.138057187328243	Regulatory divergence
ORTHO_003811	0.552987568440994	Strong divergence
ORTHO_003812	0.155526481028686	Regulatory divergence
ORTHO_003813	0.0231707291766184	Mostly plastic / shared regulation
ORTHO_003814	0.0370697548964284	Mostly plastic / shared regulation
ORTHO_003815	0.063337890656587	Weak differentiation
ORTHO_003816	0.0467896897940342	Mostly plastic / shared regulation
ORTHO_003817	0.00361788618622278	Mostly plastic / shared regulation
ORTHO_003818	0.374913370715407	Strong divergence
ORTHO_003819	0.24988520625016	Regulatory divergence
ORTHO_003820	0.613953647779529	Strong divergence
ORTHO_003821	0.00470819530699452	Mostly plastic / shared regulation
ORTHO_003822	0.103492698254403	Weak differentiation
ORTHO_003823	0.155785741859525	Regulatory divergence
ORTHO_003824	0.0865002908177591	Weak differentiation
ORTHO_003825	0.105455346364466	Weak differentiation
ORTHO_003826	0.0376309898592089	Mostly plastic / shared regulation
ORTHO_003827	0.329638896763872	Strong divergence
ORTHO_003828	0.0887629754268295	Weak differentiation
ORTHO_003829	0.0422069339886801	Mostly plastic / shared regulation
ORTHO_003830	0.646888282265136	Strong divergence
ORTHO_003831	0.376023887752549	Strong divergence
ORTHO_003832	0.0757776264293845	Weak differentiation
ORTHO_003833	0.000127962979373899	Mostly plastic / shared regulation
ORTHO_003834	0.180727194458496	Regulatory divergence
ORTHO_003836	0.360513519102837	Strong divergence
ORTHO_003837	0.0185033316553233	Mostly plastic / shared regulation
ORTHO_003839	0.671567820249107	Strong divergence
ORTHO_003840	0.00499548915502699	Mostly plastic / shared regulation
ORTHO_003841	0.124829303926552	Regulatory divergence
ORTHO_003843	0.30608973904874	Strong divergence
ORTHO_003844	0.150068462103926	Regulatory divergence
ORTHO_003845	0.182304966866219	Regulatory divergence
ORTHO_003846	0.883386044876646	Strong divergence
ORTHO_003847	0.0976184461126019	Weak differentiation
ORTHO_003848	0.516000406939295	Strong divergence
ORTHO_003849	0.0216449725493089	Mostly plastic / shared regulation
ORTHO_003850	0.12750678699455	Regulatory divergence
ORTHO_003851	0.0662257509365703	Weak differentiation
ORTHO_003852	0.0476529121865974	Mostly plastic / shared regulation
ORTHO_003853	0.372601050292319	Strong divergence
ORTHO_003854	0.000143257773055461	Mostly plastic / shared regulation
ORTHO_003855	0.063145493394422	Weak differentiation
ORTHO_003856	0.321115865613684	Strong divergence
ORTHO_003857	0.0396640677953976	Mostly plastic / shared regulation
ORTHO_003858	0.00663688538420621	Mostly plastic / shared regulation
ORTHO_003859	0.00417016886387724	Mostly plastic / shared regulation
ORTHO_003860	0.0525775303923412	Weak differentiation
ORTHO_003861	0.382770528464257	Strong divergence
ORTHO_003862	0.0543992699117583	Weak differentiation
ORTHO_003863	0.337644746769347	Strong divergence
ORTHO_003865	0.00103305645865038	Mostly plastic / shared regulation
ORTHO_003866	0.00359843782332195	Mostly plastic / shared regulation
ORTHO_003868	0.0848144054255668	Weak differentiation
ORTHO_003869	0.00115815938303957	Mostly plastic / shared regulation
ORTHO_003870	0.114765346059046	Weak differentiation
ORTHO_003871	0.0368271010536547	Mostly plastic / shared regulation
ORTHO_003872	0.0990903637106507	Weak differentiation
ORTHO_003873	0.127622738309108	Regulatory divergence
ORTHO_003874	0.00903787096161431	Mostly plastic / shared regulation
ORTHO_003875	0.100422925578207	Weak differentiation
ORTHO_003876	0.0864002477719276	Weak differentiation
ORTHO_003877	0.00154780042140807	Mostly plastic / shared regulation
ORTHO_003878	0.0283572957994511	Mostly plastic / shared regulation
ORTHO_003879	0.0020812088797761	Mostly plastic / shared regulation
ORTHO_003880	0.25373956508443	Regulatory divergence
ORTHO_003881	0.16226046780752	Regulatory divergence
ORTHO_003882	0.00386166960252987	Mostly plastic / shared regulation
ORTHO_003883	0.558080529295826	Strong divergence
ORTHO_003884	0.128734969990994	Regulatory divergence
ORTHO_003885	0.183823604056134	Regulatory divergence
ORTHO_003887	0.00102065326701016	Mostly plastic / shared regulation
ORTHO_003888	0.14017785374935	Regulatory divergence
ORTHO_003889	0.366574771584974	Strong divergence
ORTHO_003890	0.138953992808728	Regulatory divergence
ORTHO_003891	0.000887486623548248	Mostly plastic / shared regulation
ORTHO_003892	0.0809071171574787	Weak differentiation
ORTHO_003893	0.0195177079942796	Mostly plastic / shared regulation
ORTHO_003894	0.0748026089359854	Weak differentiation
ORTHO_003895	0.00431967010748422	Mostly plastic / shared regulation
ORTHO_003896	0.0111537014548389	Mostly plastic / shared regulation
ORTHO_003897	0.103984072229932	Weak differentiation
ORTHO_003898	0.182758679992356	Regulatory divergence
ORTHO_003899	0.195217874253848	Regulatory divergence
ORTHO_003900	0.435651612992025	Strong divergence
ORTHO_003901	0.0712808184592978	Weak differentiation
ORTHO_003902	0.0861761227663577	Weak differentiation
ORTHO_003903	0.104036608458245	Weak differentiation
ORTHO_003904	0.221840364132991	Regulatory divergence
ORTHO_003905	0.00181004081387742	Mostly plastic / shared regulation
ORTHO_003906	0.372046362071619	Strong divergence
ORTHO_003907	0.0179844168334327	Mostly plastic / shared regulation
ORTHO_003908	0.104269967212243	Weak differentiation
ORTHO_003909	0.00521939166272292	Mostly plastic / shared regulation
ORTHO_003910	0.0209200729650816	Mostly plastic / shared regulation
ORTHO_003911	0.201770579674404	Regulatory divergence
ORTHO_003912	0.509605331899264	Strong divergence
ORTHO_003913	0.0212258278301182	Mostly plastic / shared regulation
ORTHO_003914	0.132456659802597	Regulatory divergence
ORTHO_003915	0.151734538180234	Regulatory divergence
ORTHO_003916	0.467396141690379	Strong divergence
ORTHO_003917	0.503306565160177	Strong divergence
ORTHO_003918	0.0664944711294127	Weak differentiation
ORTHO_003919	0.208821463349548	Regulatory divergence
ORTHO_003920	0.00285030928716335	Mostly plastic / shared regulation
ORTHO_003921	0.013731052660108	Mostly plastic / shared regulation
ORTHO_003922	0.0173616542365192	Mostly plastic / shared regulation
ORTHO_003923	0.251022574360038	Regulatory divergence
ORTHO_003924	0.235468074204439	Regulatory divergence
ORTHO_003925	0.00225756087793866	Mostly plastic / shared regulation
ORTHO_003926	0.110557994032488	Weak differentiation
ORTHO_003927	0.0493039466759573	Mostly plastic / shared regulation
ORTHO_003929	0.0387332347197734	Mostly plastic / shared regulation
ORTHO_003930	0.397203850017365	Strong divergence
ORTHO_003931	0.480877891910198	Strong divergence
ORTHO_003932	0.456187240508488	Strong divergence
ORTHO_003933	0.00513750727990146	Mostly plastic / shared regulation
ORTHO_003935	0.0811432819955779	Weak differentiation
ORTHO_003936	0.16216756124589	Regulatory divergence
ORTHO_003937	0.701331372821824	Strong divergence
ORTHO_003938	0.433371863292674	Strong divergence
ORTHO_003939	0.0409322904281861	Mostly plastic / shared regulation
ORTHO_003940	0.117609306699141	Weak differentiation
ORTHO_003942	0.0333727649592144	Mostly plastic / shared regulation
ORTHO_003943	0.0822170712195113	Weak differentiation
ORTHO_003944	0.391656512492036	Strong divergence
ORTHO_003945	0.414706406394038	Strong divergence
ORTHO_003946	0.283859184136832	Regulatory divergence
ORTHO_003947	0.408833634920466	Strong divergence
ORTHO_003948	0.209852094213435	Regulatory divergence
ORTHO_003949	0.00241825455310956	Mostly plastic / shared regulation
ORTHO_003950	0.600053593907438	Strong divergence
ORTHO_003951	0.462796152058176	Strong divergence
ORTHO_003952	0.0598413877661881	Weak differentiation
ORTHO_003953	0.0190513299334657	Mostly plastic / shared regulation
ORTHO_003954	0.0555060233738108	Weak differentiation
ORTHO_003955	0.14723906814944	Regulatory divergence
ORTHO_003956	0.0592039139894995	Weak differentiation
ORTHO_003957	0.00264817359283912	Mostly plastic / shared regulation
ORTHO_003958	0.0816348267531174	Weak differentiation
ORTHO_003959	0.236121864823697	Regulatory divergence
ORTHO_003960	0.463703098795657	Strong divergence
ORTHO_003961	0.0321389665250299	Mostly plastic / shared regulation
ORTHO_003962	0.0591850950065111	Weak differentiation
ORTHO_003963	0.066105223836348	Weak differentiation
ORTHO_003964	0.00517237272421054	Mostly plastic / shared regulation
ORTHO_003965	0.011805627184866	Mostly plastic / shared regulation
ORTHO_003966	0.0481968066319173	Mostly plastic / shared regulation
ORTHO_003967	0.544498103615076	Strong divergence
ORTHO_003968	0.353794896251204	Strong divergence
ORTHO_003969	0.109367866183291	Weak differentiation
ORTHO_003970	0.234980584244038	Regulatory divergence
ORTHO_003971	0.393126797327452	Strong divergence
ORTHO_003972	0.00971887274204433	Mostly plastic / shared regulation
ORTHO_003974	0.145308615575528	Regulatory divergence
ORTHO_003975	0.17920008229456	Regulatory divergence
ORTHO_003976	0.755234563091296	Strong divergence
ORTHO_003977	0.280262423444652	Regulatory divergence
ORTHO_003978	0.0722343124758931	Weak differentiation
ORTHO_003979	0.00769254066103113	Mostly plastic / shared regulation
ORTHO_003980	0.0221778121802137	Mostly plastic / shared regulation
ORTHO_003982	2.65843288744041e-06	Mostly plastic / shared regulation
ORTHO_003983	0.120474848431615	Regulatory divergence
ORTHO_003984	0.00684999557540123	Mostly plastic / shared regulation
ORTHO_003986	0.0376095134387126	Mostly plastic / shared regulation
ORTHO_003987	0.0880751843380203	Weak differentiation
ORTHO_003988	0.0906429793473541	Weak differentiation
ORTHO_003989	0.370570185684648	Strong divergence
ORTHO_003990	0.356065966306047	Strong divergence
ORTHO_003991	0.447895937087161	Strong divergence
ORTHO_003992	0.3126855937468	Strong divergence
ORTHO_003993	0.225769928988126	Regulatory divergence
ORTHO_003994	0.268520357868092	Regulatory divergence
ORTHO_003995	0.0178721051560594	Mostly plastic / shared regulation
ORTHO_003996	0.522927390741825	Strong divergence
ORTHO_003997	1.0129926856035e-08	Mostly plastic / shared regulation
ORTHO_003998	0.279874509474255	Regulatory divergence
ORTHO_003999	0.0108519864114512	Mostly plastic / shared regulation
ORTHO_004000	0.346828896651568	Strong divergence
ORTHO_004001	0.176386379524454	Regulatory divergence
ORTHO_004002	0.0995400187509267	Weak differentiation
ORTHO_004003	0.0860000588487444	Weak differentiation
ORTHO_004004	0.0266749169706678	Mostly plastic / shared regulation
ORTHO_004005	0.153075380811893	Regulatory divergence
ORTHO_004006	0.215695423233325	Regulatory divergence
ORTHO_004007	0.267205378870121	Regulatory divergence
ORTHO_004008	0.128338970692462	Regulatory divergence
ORTHO_004009	0.206747580528822	Regulatory divergence
ORTHO_004010	0.412933701347022	Strong divergence
ORTHO_004011	0.000324727956487405	Mostly plastic / shared regulation
ORTHO_004012	0.55896364167486	Strong divergence
ORTHO_004013	0.0243626735844755	Mostly plastic / shared regulation
ORTHO_004014	0.0301267488135928	Mostly plastic / shared regulation
ORTHO_004015	0.562227744769646	Strong divergence
ORTHO_004016	0.218009211352581	Regulatory divergence
ORTHO_004017	0.0751082559478006	Weak differentiation
ORTHO_004018	0.157936304389038	Regulatory divergence
ORTHO_004019	0.105873001960915	Weak differentiation
ORTHO_004020	0.0474920370232286	Mostly plastic / shared regulation
ORTHO_004021	0.385080658883802	Strong divergence
ORTHO_004022	0.108652018412308	Weak differentiation
ORTHO_004023	0.0767952737062841	Weak differentiation
ORTHO_004024	0.268442262007166	Regulatory divergence
ORTHO_004025	0.0028716169812733	Mostly plastic / shared regulation
ORTHO_004026	0.0227163274369943	Mostly plastic / shared regulation
ORTHO_004027	0.319831797926622	Strong divergence
ORTHO_004028	0.257689431254081	Regulatory divergence
ORTHO_004029	0.048893385492693	Mostly plastic / shared regulation
ORTHO_004030	0.245669652128431	Regulatory divergence
ORTHO_004031	0.584112664480341	Strong divergence
ORTHO_004032	0.286078868930442	Regulatory divergence
ORTHO_004033	0.387989707413124	Strong divergence
ORTHO_004034	0.429325583719545	Strong divergence
ORTHO_004035	0.0331495273344698	Mostly plastic / shared regulation
ORTHO_004036	0.154070095621629	Regulatory divergence
ORTHO_004037	0.137370629871002	Regulatory divergence
ORTHO_004038	0.0109613562096329	Mostly plastic / shared regulation
ORTHO_004039	0.156263599643614	Regulatory divergence
ORTHO_004040	0.00567113629461391	Mostly plastic / shared regulation
ORTHO_004041	0.0871122797534274	Weak differentiation
ORTHO_004042	0.266324402159437	Regulatory divergence
ORTHO_004043	0.0938965456009693	Weak differentiation
ORTHO_004044	0.00036427182345288	Mostly plastic / shared regulation
ORTHO_004045	0.120847289810927	Regulatory divergence
ORTHO_004046	0.355358555181824	Strong divergence
ORTHO_004047	0.0178279924090418	Mostly plastic / shared regulation
ORTHO_004048	0.45939664828736	Strong divergence
ORTHO_004049	0.158738925015167	Regulatory divergence
ORTHO_004050	0.110035590435634	Weak differentiation
ORTHO_004051	0.767341910564171	Strong divergence
ORTHO_004052	0.158122261792289	Regulatory divergence
ORTHO_004053	0.00191396953806284	Mostly plastic / shared regulation
ORTHO_004054	0.425776621502514	Strong divergence
ORTHO_004055	0.098479648315979	Weak differentiation
ORTHO_004056	0.311945118021337	Strong divergence
ORTHO_004057	0.00110589317643758	Mostly plastic / shared regulation
ORTHO_004058	0.0431233986859913	Mostly plastic / shared regulation
ORTHO_004059	0.545792715465907	Strong divergence
ORTHO_004060	0.0274104999908526	Mostly plastic / shared regulation
ORTHO_004061	7.86778751790422e-05	Mostly plastic / shared regulation
ORTHO_004062	0.104559826707192	Weak differentiation
ORTHO_004063	0.117531306114374	Weak differentiation
ORTHO_004064	0.39005071686257	Strong divergence
ORTHO_004065	0.129629686354674	Regulatory divergence
ORTHO_004066	0.0518570952366718	Weak differentiation
ORTHO_004067	3.18409174224361e-05	Mostly plastic / shared regulation
ORTHO_004068	0.0433800609847939	Mostly plastic / shared regulation
ORTHO_004069	0.287014001289887	Regulatory divergence
ORTHO_004070	0.00737004358303842	Mostly plastic / shared regulation
ORTHO_004071	0.356299951956862	Strong divergence
ORTHO_004072	0.139800446893109	Regulatory divergence
ORTHO_004073	0.0498757956323673	Mostly plastic / shared regulation
ORTHO_004074	0.0977476763779632	Weak differentiation
ORTHO_004075	0.0327003952605514	Mostly plastic / shared regulation
ORTHO_004076	0.0284552894548517	Mostly plastic / shared regulation
ORTHO_004077	0.677126417537026	Strong divergence
ORTHO_004078	0.0933221296895167	Weak differentiation
ORTHO_004079	0.429849760449314	Strong divergence
ORTHO_004080	0.0120061612620116	Mostly plastic / shared regulation
ORTHO_004081	0.275470470934528	Regulatory divergence
ORTHO_004082	0.0744782133158633	Weak differentiation
ORTHO_004083	0.0851644146199821	Weak differentiation
ORTHO_004084	0.00814624845559422	Mostly plastic / shared regulation
ORTHO_004085	0.00109474473910393	Mostly plastic / shared regulation
ORTHO_004086	0.148361697258409	Regulatory divergence
ORTHO_004087	0.00977280769088987	Mostly plastic / shared regulation
ORTHO_004088	0.625485430592756	Strong divergence
ORTHO_004089	0.0585808201448237	Weak differentiation
ORTHO_004090	0.0278160522206453	Mostly plastic / shared regulation
ORTHO_004091	0.00207526003378975	Mostly plastic / shared regulation
ORTHO_004092	0.0322620296576993	Mostly plastic / shared regulation
ORTHO_004093	0.278195553431155	Regulatory divergence
ORTHO_004094	0.200420032944416	Regulatory divergence
ORTHO_004097	0.083743299121281	Weak differentiation
ORTHO_004098	0.0534210795310946	Weak differentiation
ORTHO_004099	0.273351511467215	Regulatory divergence
